1girl,一人の女の子
pepperbox_revolver,ペッパーボックス・リボルバー
mysterious_heroine_x_alter_(third_ascension)_(fate),謎のヒロインX(オルタ)(第三再臨)(Fate)
algerie_(white_sand_paradise)_(azur_lane),アルジェリー(白砂の楽園)(アズールレーン)
spinning_bird_kick,スピンニング・バード・キック
toward_the_terra,地球へ...
wolf_mask,狼のお面
kingler,キングラー
angel_chromosome_xx,Angel Chromosome XX
red_panda_(ex)_(kemono_friends),レッサーパンダ(ex)(けものフレンズ)
ichijouji_ken,一条寺健
enid_sinclair,エニド・シンクレア
bandaged_knees,包帯で巻かれた膝
asahina_momoko,朝比奈桃子
attouteki_yuugi_mugen_souls,圧倒的遊戯ムゲンソウルズ
erinys_(fire_emblem),エリニュス(ファイアーエムブレム)
white_facepaint,白いフェイスペイント
more_more_jump!_(project_sekai),MORE MORE JUMP!(プロジェクトセカイ)
elena_(project_moon),エレナ(プロジェクト・ムーン)
kaitou_shinshi_no_harahara!?_white_day_(project_sekai),怪盗紳士のハラハラ!? ホワイトデー(プロジェクトセカイ)
shi_zhaoying,司兆英
techwear,テックウェア
navigator_(alchemy_stars),ナビゲーター(白夜極光)
intertwined_fate,絡み合った運命
holding_matchstick,マッチ棒を持っている
hatsuharu_kai_ni_(kancolle),初春改二(艦これ)
amakano_~second_season~,アマカノ ～second season～
tsunomaki_watame_(loungewear),角巻わため(ラウンジウェア)
yuni_(nikke),ユニ(NIKKE)
mimi_wo_sumaseba,耳をすませば
layered_swimsuit,重ね着水着
alto_saxophone,アルトサックス
dieci_association_(identity)_(project_moon),ディエチ協会(イデンティティ)(Project Moon)
fallen_of_albaz,Albazの落胤
pov_legs,足視点
on_liquid,液体の上
palossand,サンドカン
eclair_(girls_und_panzer),エクレール(ガールズ＆パンツァー)
cleaning_weapon,武器を清掃する
securityboo_(zenless_zone_zero),セキュリティブー(ゼンレスゾーンゼロ)
beagle,ビーグル
kshatriya,クシャトリヤ
choco-chan,チョコちゃん
brown_leggings,茶色のレギンス
diesel_(nikke),ディーゼル(NIKKE)
chef_kawasaki,シェフ・カワサキ
mega_man_x6,ロックマンX6
hawaiian_clothes,アロハシャツ
hina_(one_piece),ヒナ(ONE PIECE)
little_sister_(navigavi),妹(ナビナビ)
christopher_columbus_(fate),クリストファー・コロンブス(Fate)
chuo_academy_school_uniform,中央学園制服
quick_shirt,クイックシャツ
chevalier_d'eon_(maid_knight)_(fate),シュヴァリエ・デオン(メイド騎士)(Fate)
ren_(dramatical_murder),蓮(DRAMAtical Murder)
inferna_dragnis_(xoldrek),インフェルナ・ドラグニス(ゾルデレク)
kirby's_adventure,星のカービィ
ak74m_(girls'_frontline),AK-74M(ドールズフロントライン)
wimpod,ウッウー
millie_parfait_(1st_costume),ミリー・パフェ(1着目)
standard_manufacturing_dp-12,スタンダード・マニュファクチャリング DP-12
ysayle_dangoulain,イザヨイ・ダンギューラン
mage_(7th_dragon),魔術師(セブンスドラゴン)
yukikaze_(summer_mode)_(kancolle),雪風(夏モード)(艦これ)
bird_on_leg,足の上の鳥
mia_(world_flipper),ミア(ワールドフリッパー)
omega_ray,オメガ・レイ
fireworks_print,花火柄
fearow,オコリザル
megami_device,メガミデバイス
seppuku,切腹
browning_m1919,ブローニングM1919
sienna_(henken),シエナ(剣戟)
kawakita_tomoe,川北智恵
nonstandard_furigana,非標準のふりがな
kazehana,風花
male_pregnancy,男性妊娠
rollo_(tales),ロロ(テイルズ)
komodo_dragon_(kemono_friends),オオトカゲ(けものフレンズ)
kingdom_hearts_chain_of_memories,キングダム ハーツII ファイナル ミックス+
orihara_sumika,折原すみか
giant_panda_(kemono_friends),ジャイアントパンダ(けものフレンズ)
akatsuki_no_kiseki,暁の奇跡
green_car,緑色の車
ots-14_(sangria_succulent)_(girls'_frontline),OTs-14(サングリア・サキュレント)(ドールズフロントライン)
horse_print,馬柄
cherry_blossom_(sk8),チェリーブロッサム(SK8)
footstool,フットスツール
jirai-chan_(masayo),ジライちゃん(マサヨ)
sarah_bryant,サラ・ブライアント
cruiser_(eve_online),巡洋艦(EVE ONLINE)
fenrich_(disgaea),フェンリル(ディスガイア)
gallente_federation_(eve_online),ガレンテ連邦(EVE ONLINE)
crested_porcupine_(kemono_friends),ヤマアラシ(けものフレンズ)
koukaku_no_pandora,高架のパンドラ
harpe_(fate/grand_order),ハルペー(Fate/Grand Order)
oora_kanako,大浦かなこ
shaving_another,他人の髭を剃る
abenobashi_mahou_shoutengai,アベノ橋魔法☆商店街
ginga_hyouryuu_vifam,銀河漂流バイファム
ratline,ラットライン
mirko_(cosplay),ミルコ(コスプレ)
floatzel,フローゼル
feng_(skullgirls),フェン(スカルガールズ)
asatsuki_(cookie),皐月(クッキー)
mimori_suzuko,三森すずこ
take_(kancolle),タケ(艦これ)
cremia,クレミア
butterfly_girl,蝶の少女
alphabet,アルファベット
gaogaigar,ガオガイガー
tsuki_wa_higashi_ni_hi_wa_nishi_ni,月は東に、日は西に ～Operation Sanctuary～
musubime_yui,結目結衣
puff_(go!_princess_precure),パフ(Go!プリンセスプリキュア)
staccato_2011,スタッカート2011
archerko_(himura_kiseki),アーチャー子(火村奇跡)
yamaha_pacifica,ヤマハ・パシフィカ
cater_diamond,ケイター・ダイヤモンド
panties_around_one_finger,指にパンツを引っ掛ける
otome_youkai_zakuro,おとめ妖怪 ざくろ
basculegion,ウーラオス(れんげきのかた)
petra_johanna_lagerkvist,ペトラ・ヨハンナ・ラガーキヴィスト
gilzaren_iii,ギルザレンIII世
hi-fi_rush,Hi-Fi RUSH
avengers:_age_of_ultron,アベンジャーズ／エイジ・オブ・ウルトロン
haze_(arknights),ヘイズ(アークナイツ)
children's_book,絵本
tabris-xx,タブリス-XX
teddy_(lingerie),テディ(ランジェリー)
izayoi_(blazblue),イザヨイ(ブレイブルー)
xiaolang,シャオラン
bernard-jou_iwaku.,バーナード嬢曰く。
kusari_hime:_euthanasia,鎖姫 ～euthanasia～
hinokuma_ran,火熊らん
angel_blade,Angel Blade
marshal_(pokemon),マーシャル(ポケモン)
sorceress_sellen,魔女セレン
glowing_crystal,光るクリスタル
bagon,タツベイ
sashimono,指物
valkyrie_drive_-siren-,VALKYRIE DRIVE -SIREN-
sengoku_kamuri,千石冠
kamazuki_suzuno,神月鈴乃
argo_the_rat,アルゴ・ザ・ラット
asahina_mikuru_(adult),朝比奈みくる(大人)
cassiopeia_(league_of_legends),カシオペア(リーグ・オブ・レジェンド)
harpy_(puyopuyo),ハーピー(ぷよぷよ)
kanohi_(bionicle),カノヒ(バイオニクル)
ashita_no_joe,あしたのジョー
torikissa!,とりっかせ！
aoi_hana,青い花
kurashima_chiyuri,倉島千由里
oda_nobunaga_(sengoku_collection),織田信長(戦国コレクション)
sonic_the_hedgehog_(cosplay),ソニック・ザ・ヘッジホッグ(コスプレ)
wonderlands_x_showtime_kaito,ワンダーランズ×ショウタイム  KAITO
mortar_(weapon),迫撃砲(武器)
shiitake_(love_live!),しいたけ(ラブライブ！)
hellboy,ヘルボーイ
mostima_(spellbreaker)_(arknights),モスティマ(スペルブレイカー)(アークナイツ)
horizon_zero_dawn,Horizon Zero Dawn
misskey.io,Misskey.io
aya_drevis,アヤ・ドレヴィス
estelle_(arknights),エステル(アークナイツ)
saucepan,フライパン
backless_bodysuit,バックレス・ボディスーツ
lost_technology,Lost Technology
hakos_baelz_(steel_rose),ハコス・バエルズ(スチールのバラ)
top_gun,トップガン
renault,ルノー
clamperl,ラブカス
masturbating_while_watching,見ながら自慰
fujimaru_ritsuka_(male)_(summer_street),藤丸立香(男)(夏ストリート)
ratchet_(transformers),ラチェット(トランスフォーマー)
armlock,アームロック
implied_bestiality,動物との性行為を示唆
manticore_(monster_girl_encyclopedia),マンティコア(モンスター娘図鑑)
flying_squirrel,ムササビ
ultimate_madoka_(cosplay),アルティメットまどか(コスプレ)
blue_undershirt,青いアンダーシャツ
sten_mkii_(girls'_frontline),ステノMkII(ドールズフロントライン)
lisa_(blackpink),リサ(BLACKPINK)
zoomer_slang,ズーマーのスラング
starry_skin,星空のような肌
m2hb_(girls'_frontline),M2HB(ドールズフロントライン)
weapon_background,武器の背景
cheek_tattoo,頬のタトゥー
vf-1a,VF-1A
saginomiya_isumi,鷺宮いずみ
animal_cutout,動物の切り抜き
spider_web_tattoo,蜘蛛の巣のタトゥー
black_nipples,黒い乳首
kisara_(tales),キサラ(テイルズ)
noumi_(kancolle),ノウミ(艦これ)
oath_of_judah,ユダの誓い
capcom_vs_snk,CAPCOM VS. SNK
platypus,カモノハシ
cum_on_lips,唇についた精液
colossus,コロッサス
misato_(summer)_(princess_connect!),美里(夏)(プリンセスコネクト！)
chinese_hat,中華帽子
claude_frollo,クロード・フロロー
swoobat,ゾロアーク
newhalf_with_newhalf,ニューハーフとニューハーフ
yuumi_(league_of_legends),ユミ(リーグ・オブ・レジェンド)
statuette,小像
biretta,ビレッタ
polka_dot_footwear,水玉模様の靴
idle_animation,待機アニメーション
devilman_(character),デビルマン(キャラクター)
millia_jenius,ミリア・ジェニウス
asano_fuka,浅野風花
mega_man_3,ロックマン3
cancer_(zodiac),蟹座
fuwa_(precure),ふわ(プリキュア)
garbodor,ダストダス
usui_yoshito_(style),臼井儀人(風)
umbrella_hair_ornament,傘の髪飾り
headband_around_neck,首に巻いたヘッドバンド
keldeo,ケルディオ
kaijin_hime_do-s,怪人姫ドス
metal_man,メタルマン
radio_booth,ラジオブース
mismatched_irises,オッドアイ
kuchisake-onna,口裂け女
haruka_(suit)_(blue_archive),ハルカ(スーツ)(ブルーアーカイブ)
convenient_breasts,都合の良い乳房
kidou_senkan_nadesico_-_prince_of_darkness,機動戦艦ナデシコ -The prince of darkness-
baskin-robbins,バスキン・ロビンス
presenting_tanlines,タンラインを強調
mejiro_palmer_(devil_in_the_moonlight)_(umamusume),メジロパーマー(月光の悪魔)(ウマ娘)
trypophobia,トライポフォビア
tomb_raider_(reboot),トゥームレイダー(リブート)
homei_(honkai_impact),ホメイ(崩壊3rd)
pearl_(steven_universe),パール(スティーブン・ユニバース)
armbar,アームバー
walnut,クルミ
shiranui_kensetsu,不知火建設
holding_eyepatch,眼帯を持っている
nijiyon,にじよん
boise_(azur_lane),ボイシ(アズールレーン)
mare_s._ephemeral,マール・S・エフェメラル
clavell_(pokemon),クラベル(ポケモン)
omega_(final_fantasy),オメガ(ファイナルファンタジー)
kotama_(camp)_(blue_archive),コタマ(キャンプ)(ブルーアーカイブ)
danganronpa_another:_another_despair_academy,スーパーダンガンロンパ２ さよなら絶望学園
kaminagi_ryouko,神凪亮子
tino_ashberry,ティーノ・アッシュベリー
mindflayer,マインドフレイヤー
maintenance_musume_(kancolle),メンテナンス娘(艦これ)
elinalise_dragonroad,エリナーゼ・ドラゴンロード
honekawa_suneo,骨川スネ夫
holding_cd,CDを持っている
shantotto,シャントット
hong_kong,香港
paryi_project,Paryi Project
octopath_traveler_ii,OCTOPATH TRAVELER II
kono_naka_ni_hitori_imouto_ga_iru!,この中に１人、妹がいる！
kani_nayuta,蟹なゆた
talos_(housamo),タロス(ハウチ)
green_wrist_cuffs,緑色の手錠
snowdrop_(flower),スノードロップ(花)
pixiv_bottle_(meme),Pixivボトル(ミーム)
kakera,カケラ
secretary-san_(zannen_onna-kanbu_black_general-san),秘書さん(残念女幹部ブラックジェネラルさん)
colophon,コロフォン
otona_no_moeoh,大人の萌王
alex_(stardew_valley),アレックス(スターデューバレー)
roger_smith,ロジャー・スミス
300_(movie),300 〈スリーハンドレッド〉
prisoner_(elden_ring),囚人(エルデンリング)
libra_(zodiac),天秤座
sakomizu_haruka,迫水遥
potion_(pokemon),ポーション(ポケモン)
yashiro_kasumi,八代かすみ
25-ji_rin,25時、りん
fur_armlet,毛皮の腕輪
seven_knights,セブンナイツ
compass_rose,コンパスローズ
anal_cross-section,肛門の断面図
7-tan,7-たん
guntank,ガンタンク
jonathan_morris,ジョナサン・モリス
kurai_yonaka,暗い夜
donphan,ドンファン
butterfly_ring,蝶の指輪
zephirin_de_valhourdin,ゼフィリン・ド・ヴァルフルディン
minamoto_chikaru,源ちかる
mitsuketa_keshiki_tazusaete,見つけた景色、襷(たすけ)て
phantasy_star_portable_2_infinity,ファンタシースターポータブル2 インフィニティ
deepcolor_(arknights),ディープカラー(アークナイツ)
log-mi_(tonpuu),ログミ(とんぷう)
otomachi_una_(spicy),音街ウナ(スパイシー)
kuraishi_tanpopo,倉石たんぽぽ
sei_zenra_jogakuen,聖☆お姉さん
carnivine,ドクケイル
sket_dance,SKET DANCE
ji_guang-hong,計光宏
nyx_(queen's_blade),ニクス(クイーンズブレイド)
ning_rongrong_(douluo_dalu),寧栄栄(斗羅大陸)
io_(code_vein),イオ(CODE VEIN)
lee_sin,リー・シン
morning_wood,朝立ち
crusader_(ragnarok_online),クルセイダー(ラグナロクオンライン)
kuwahara_sayako,桑原沙耶香
hand_on_knees,膝に手を置く
hige_wo_soru._soshite_joshikousei_wo_hirou.,ひげを剃る。そして女子高生を拾う。
poses,ポーズ
boku_no_kanojo_sensei,僕の彼女は先生
silvia_van_hossen,シルビア・ヴァン・ホッセン
suzuka_hime,鈴鹿姫
juubako,重箱
nt-tan,NT-たん
airy_(bravely_default),エアリー(ブレイブリーデフォルト)
momotarou,桃太郎
alfyn_greengrass,アルフェン・グレングラス
candy_print,キャンディ柄
micro_uzi,マイクロUzi
pangoro,ゴロンダ
thick_tail,太い尻尾
xtransceiver,Xトランシーバー
tall_hat,背の高い帽子
duo_(duolingo),デュオ(Duolingo)
yeti_(creature),イエティ(生物)
byakko_(kemono_friends),ビャッコ(けものフレンズ)
whammy_bar,ワーミーバー
yat_sen_(warship_girls_r),ヤートセン(戦艦少女R)
stilts,高下駄
yoshi_egg,ヨッシーの卵
battletech,バトルテック
mari_(genjitsu_no_yohane),まり(現実のヨハネ)
archer_(summer_casual)_(fate),アーチャー(夏カジュアル)(Fate)
leaning_on_animal,動物にもたれる
yamashita_majime,山下まじめ
danny_(jojo),ダニー(ジョジョ)
yang_wen-li,ヤン・ウェンリー
ice_pikmin,アイスピクミン
amaori_renako,甘織れなこ
gold_bowtie,金色の蝶ネクタイ
trevenant,オーロット
blue_apple,青いリンゴ
uesugi_kenshin_(second_ascension)_(fate),上杉謙信(第二再臨)(Fate)
alternate_tail,別の尻尾
five-seven_(cruise_queen)_(girls'_frontline),Five-seveN(クルーズクイーン)(ドールズフロントライン)
sonic_unleashed,ソニック ワールドアドベンチャー
takao_(d-frag!),高雄(ディ-フラグ！)
tsukune_(takane_lui),つぐね(高嶺ルイ)
blanket_veil,毛布のベール
ears_under_headwear,頭装飾の下の耳
igarashi_rika_(1st_costume),五十嵐莉香(1着目)
untied_ribbon,ほどけたリボン
miketsukami_soushi,御食津神総士
silco_(arcane),シルコ(Arcane)
flower_panties,花柄のパンツ
morimoto_yuni,森本結仁
sunagakure_symbol,砂隠れの里のマーク
kracko,クラッコ
unworn_armband,未着用の腕章
person_on_shoulder,肩に乗る人物
adnachiel_(arknights),アドナキエル(アークナイツ)
weapon_between_legs,股間の武器
dean_winchester,ディーン・ウィンチェスター
furina_(genshin_impact)_(cosplay),フリーナ(原神)(コスプレ)
tiffany_lords,ティファニー・ロード
pumpkin_skirt,カボチャ柄のスカート
ak-12_(lucia)_(girls'_frontline),AK-12(ルーシア)(ドールズフロントライン)
kanji_focus,漢字フォーカス
fox_girl_(togutogu),狐娘(とぐとぐ)
lace-trimmed_leotard,レーストリムのレオタード
holding_compact,コンパクトを持っている
stomach_ache,腹痛
archen,アーケン
drawn_horns,描かれた角
ritsu_(kemurikusa),律(ケムリクサ)
toxicroak,ドクロッグ
aciddrop_(arknights),アシッドドロップ(アークナイツ)
nijihub_(meme),にじハブ(ミーム)
feena_(ys),フィーナ(イース)
forehead_writing,額の文字
dial_television,ダイヤル式テレビ
